Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
70,166,0.5,Sed cara est viro.,haec vacat regi ac viro.
70,372,0.5,Sed cara est viro.,Secura vive.
242,351,0.5,Fama sed victum feret.,fata se vertunt retro.
