Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
113,174,0.5,quaerit leti sibi quisque fugam:,hoc regnum sibi quisque dat.
239,108,0.5,Negare durum est.,Etiamnunc parum est.
239,220,0.5294117647058824,Negare durum est.,timendum est.
239,358,0.5294117647058824,Negare durum est.,gradus est.
371,300,0.5555555555555556,Quod parcis hosti.,Quid portas novi?
377,359,0.5714285714285714,Qui concitare potuit.,Quid ultra potuit?
