Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
221,93,1.0,scelus occupandum est,scelus occupandum est
746,419,0.7693894037013916,peractum est,habet peractum est
837,419,0.6146260676737075,habet peractum est quas petis poenas dedit,habet peractum est
910,397,0.7573590627862744,heu quid hoc,eheu quid hoc est
