Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
387,446,1.0000000000000002,quid quaeris ultra,quid quaeris ultra
493,386,0.7170130310493814,vitam relinques,viduam relinques
727,446,1.0000000000000002,quid quaeris ultra,quid quaeris ultra
