Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
4,314,0.7211281129448703,numquid timemur?,timemur.
274,128,0.7321800337302005,"altrix, fatebor:",fatebor:
577,287,0.6731707890066901,dabo.,demersos dabo.
597,493,0.6611197265400328,o misera pietas:,misera?
737,311,1.0,excidimus tibi?,excidimus tibi?
746,516,0.7675912250181075,peractum est.,"bene est, peractum est."
