Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
221,93,1.0,scelus occupandum est:,scelus occupandum est.
449,98,0.6088067158319308,"Quid, anime, cessas?","quid, misera, cessas?"
746,419,0.7723835087559927,peractum est.,"habet, peractum est."
837,419,0.6165406650382146,"habet, peractum est, quas petis poenas dedit:","habet, peractum est."
851,419,0.6050960294996987,"Habet, peractum est, fata se nostra explicant;","habet, peractum est."
