Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
144,473,0.7501737839195498,quid hoc,sed quid hoc
730,498,0.7927059308464064,nunc odia ponis,sic odia ponis
815,473,0.7501737839195498,quid hoc,sed quid hoc
824,473,0.7501737839195498,quid hoc,sed quid hoc
