Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
399,530,0.6145025426426447,"Quam prope a leto tamen
ede, ede quaeso iaceat Alcides mens.",ede;
743,285,0.6844868041941718,"ubi natus, ubinam?",ubi natus est?
746,629,0.7314780391655876,peractum est.,bellum peractum est.
