Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
144,473,0.8130853975202256,quid hoc?,sed quid hoc?
586,473,0.6189751948915891,"scelus est amoris, sed quid hoc?",sed quid hoc?
730,498,0.7769081461376606,nunc odia ponis?,sic odia ponis?
815,473,0.8130853975202256,Quid hoc?,sed quid hoc?
824,473,0.8130853975202256,quid hoc?,sed quid hoc?
977,483,0.6114324198549096,quid dextra tremuit?,quid tremuit intus?
