Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
4,314,0.667647108135966,numquid timemur,timemur
274,128,0.6317309680898111,altrix fatebor,fatebor
737,311,0.9999999999999999,excidimus tibi,excidimus tibi
