Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
355,484,0.7653891935669018,Et hoc sat est?,hoc patri sat est;
369,434,0.6916765906758329,Parere dubitas?,dubitas?
369,532,0.6916765906758329,Parere dubitas?,dubitas?
