Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
315,710,0.6,quae per caesi membra parentis,quae turritae turba parenti
922,71,0.6428571428571428,"Fortuna dedit,",Fortuna rotat.
1018,399,0.6428571428571428,"numen superum,","numen geminum,"
