Disputed Sentence Index,Senecan Sentence Index,Similarity,Disputed Sentence,Senecan Sentence
32,4,0.675,"permitte tantum, genitor: inveniam viam.","permitte labi; melius inveniam viam,"
485,415,0.6111111111111112,non flectet illum.,non fiet unum.
754,139,0.6,* *,* * *
757,139,0.6,* *,* * *
1522,503,0.675,"ad te preces nunc, Hylle, supremas fero.","ad te preces nunc, nate, maternas feram,"
1646,347,0.6,invasit ignes?,incipiat ignis.
